RecordNumber,Company_Name,Address,Phone,FAX,Notes,Website
214,TRUSTe,"55 Second Street 2nd Floor San Francisco, CA 94105",415-520-3400,415-520-3420 fax,,
215,United Direct Marketing,"17751 Sky Park Circle Suite A Irvine, CA 92614",714-547-9960,949-798-0028 fax,,
216,United Farm Workers,"PO Box 62 Keene, CA 93531-0062",661-823-6158,,,
217,"University of California, Irvine Extension","PO Box 6050 Irvine, CA 92616-6050",949-824-5413,,,
218,USDiscs,"2387 Buena Vista St Duarte, CA 91010",626-359-9955,,,
219,V3,"200 N Elevar St Oxnard, CA 93030-7969",800-882-1844,805-981-1180 fax,,
220,"VernonMack, LLC","1804 Garnet Ave. , STE 317 San Diego, CA 92109",800-889-9631,,,
221,VMware Inc,"3401 Hillview Ave Palo Alto, CA 94304",650-475-5000,650-475-5005 fax,,
222,Vyant Direct,"12708 Branford St. Sun Valley, CA 91352",818-834-8500,818-834-8511 fax,,
223,WebMetro,"160 E Via Verde, #220 San Dimas, CA 91773-5121",909-599-8885,909-599-8887 fax,,
224,Weck Enterprises LLC,"315 Vista De La Playa La Jolla, CA 92037",949-580-2104,,,
225,XPO,"3541 Lomita Blvd. Torrance, CA 90505",310-784-8485,310-784-0554 fax,,
226,Yoga Journal / Active Interest Media,"475 Sansome St Ste 850 San Francisco, CA 94111-3135",415-591-0555 x208,,,
227,YouSendIt Inc,"1919 S Bascom Ave Fl 3 Campbell, CA",408-879-9118,,,
228,Zinio LLC,"114 Sansome Street 10th Floor San Francisco, CA 94107-1922",415-494-2700,415-494-2701 fax,,
229,Zoasis Corp.,"7777 Center Ave Ste 350 Huntington Beach, CA 92647-9133",877-596-1919,,,
230,Bloomin Promotions,"3080 Valmont Rd Boulder, CO 80301",303-443-3591,303-545-5273 fax,...what you say grows There is a sincere connection that is formed between the sender and receiver of any Bloomin seed...,http://www.bloominpromotions.com
231,CSG Systems,"9555 Maroon Circle Englewood, CO 80112",888-214-6680,,...CSG is committed to building innovative and agile solutions that help you become even more competitive and successful—now and in...,http://www.csgsystems.com
232,Datalogix,"10075 Westmoor Drive Westminster, CO 80021-2589",303-327-1607,303-460-4550 fax,...Datalogix is the leader at integrating database marketing and digital media. Our mission is to leverage the power of purchase-based...,http://www.datalogix.com
233,Dovetail - The Marketing Database Co.,"1221 W. Mineral Avenue Suite 102 Littleton, CO 80120",720.633.8101,303-904-4776 fax,... Dovetail The...,http://www.dovetaildatabase.com/
234,Global IntelliSystems,"1153 Bergen Parkway #455 Evergreen, CO 80439",800-707-7074,646-278-1021 fax,"...Providing the most comprehensive support in the email marketing industry. Real-time monitoring of your deliverability, constant block checks, bounce analysis,...",http://www.gliq.com/indexd.php
235,Heinrich Marketing,"1350 Independence St. Lake Wood, CO 80215-4613",303-233-8660,303-239-5352 fax,...Do you hear that? Its the voice of the consumer. Theyre back. Smarter. Louder. Savvier. A tough crowd demands a...,http://www.heinrich.com
236,"I-Behavior, Inc.","2051 Dogwood Street Suite 220 Louisville, CO 80027",303-228-5000,303-926-1367 fax,"...The premier database marketing solutions provider and behavioral targeting firm for multi-channel marketers and advertisers. You can create, build and...",http://www.i-behavior.com
237,"Point To Point Marketing, Inc.","11562 N. County Rd. 17 Fort Collins, CO 80524-8786",970-472-0131,970-472-0139 fax,"...""The Connection Too Many Companies Miss""While Media Advertising has it's place, it's can't deliver a one to one customer connection....",http://www.pointtopointmarketing.com
238,"Accellos, Inc.","90 S. Cascade Ave Suite 1200 Colorado Springs, CO 80903",719-433-7018,719-433-7039 fax,,
239,Chefs Catalog,"5070 Centennial Blvd Colorado Springs, CO 80919-2402",719-272-2600,,,
240,ClickBank,"11001 W. 120th Avenue, Suite 450 Broomfield, CO 80021",720-509-3623,,,
241,Cook Communications Ministries Dba David C. Cook,"4050 Lee Vance View Colorado Spgs, CO 80918-7102",719-536-0100,,,
242,CPI Card Group,"10368 W. Centennial Road Littleton, CO 80127",303-973-9311,303-973-8420 fax,,
243,Customer Communications Group,"12600 W. Cedar Dr. Denver, CO 80228-2005",303-986-3000,303-989-4805 fax,,
244,Data-Dynamix Inc.,"1776 Lincoln St., Ste. 806 Denver, CO 80203-1021",720-855-9282,720-855-9099 fax,,
245,DataLever,"1515 Walnut Street Suite 200 Boulder, CO 80302",703-956-6433,,,
246,DexOne Direct Marketing,"9380 Station St Lone Tree, CO 80124-6807",800-999-4630,,,
247,Focus,"PO Box 18710 Golden, CO 80402",303-962-5750,,,
248,LIFE LINE SCREENING,"2324 Terrace Dr. Highlands Ranch, CO 80126",800-449-2350 EXT 1943,,,
249,Location3 Media,"1515 Arapahoe St Suite 400 Denver, CO 80202",720-881-8510,303-298-1986 fax,,
250,Mike Elder Consulting Inc,"6378 S Benton Way Littleton, CO 80123",303-886-3129,,,
251,Mission of Mercy,"15475 Gleneagle Dr Colorado Springs, CO 80921-2596",719-488-6062,,,
252,National Jewish Health,"1400 Jackson St Rm 107F Denver, CO 80206-2762",303-398-1070,,,
253,National Multiple Sclerosis Society,"700 Broadway Ste 810 Denver, CO 80203-3442",303-813-1052,,,
254,National Strength and Conditioning Association,"1885 Bob Johnson Drive Colorado Springs, CO 80918",719-632-6722,,,
255,Receptivity Group LLC,"P.O. Box 1541 Broomfield, CO 80038",303-351-5486,,,
256,SendGrid,"929 Pearl St. Boulder, CO 80302",303-552-0223,,,
257,TruEffect,"7403 Church Ranch Blvd. Suite 110 Westminster, CO 80021",303-872-2231,,,
258,Vladimir Jones,"6 N. Tejon St., Suite 400 Colorado Springs, CO 80903",719-473-0704,,,
259,Westin Direct,"2001 Lowe Street Fort Collins, CO 80525",970-282-6322,970-207-4521 fax,,
260,Wiland Direct,"6309 Monarch Park Place Suite 201 Longmont, CO 80503",303-485-8686,303-485-8687 fax,,
261,"American Customer Care, Inc.","225 North Main St. Bristol, CT 06010",815-747-7738,563-583-4017 fax,...American Customer Care is a premier provider of high quality customer contact center services. Our 10 customer contact centers...,http://www.americancustomercare.com
262,BMI Fulfillment Services,"51-53 Kenosia Ave Danbury, CT 06810",203-546-5581,203-546-5575 fax,"...BMI is a full service fulfillment company specializing in providing computer systems, order processing, shipping and related services to the...",http://www.bmigroup.com
263,Data Mail Inc,"240 Hartford Avenue Newington, CT 06111",860-666-0399,860-665-1226 fax,...How do you turn a creative direct mail strategy into a brilliant marketing success? Choose a direct mail partner with...,http://www.data-mail.com
264,Direct Advantage Partners,"69 Bluff Avenue Suite 100 Rowayton, CT 06853",203-286-7100,,"...Direct Advantage Partners LLC provides full service strategic marketing consulting, brand, direct marketing - customer-relationship management, agency services to leading...",http://www.directadvantagepartners.com
265,DST Output,"125 Ellington Rd. South Windsor, CT 06074",800-441-7587,916-939-4682 fax,...DST Output has provided integrated print and electronic communications solutions to the financial and telecommunications sectors for 40 years ...,http://www.dstoutput.com
266,"eWayDirect, Inc.","200 Pequot Avenue, 1st floor Southport, CT 06890",203-256-2510,203-254-0411 fax,"...Founded in 2000, eWayDirect, your eMindshare partner, is the premier provider of strategic emarketing solutions and services. The companys flagship...",http://www.ewaydirect.com
267,Fosdick Fulfillment Corporation,"26 Barnes Industrial Road North P O Box 5012 Wallingford, CT 06492",203-269-0211,203-679-3290 fax,"...In today's fast-paced world of direct sales, it helps to have a company like Fosdick Fulfillment in your corner. Fosdick...",http://www.fosdickfulfillment.com
268,"Fosina Marketing Group, Inc.","98 Mill Plain Rd. Ste. 1A Danbury, CT 06811",203-790-0030,203-790-0031 fax,"...Integrating Interactive Marketing Channels for your Direct Marketing BusinessBefore you commit advertising dollars to a direct response marketing program, you...",http://www.fosinamarketinggroup.com
269,FPS Marketing Communications,"18 Daniel St Milford, CT 06460-3303",203-783-1940,203-783-1950 fax,...FPS Provides a diverse range of expert disciplines that can give youthe edge and help you create consistently successful programs...,http://www.fpsmarketing.com
270,"Interactive Marketing Solutions, Corp","777 Summer Street Suite 502 Stamford, CT 06901",203-653-2762,203-653-2767 fax,...Interactive Marketing Solutions is the countrys largest single-source supplier of Wireless (cell phone) Identification Products. We also offer a...,http://www.ims-dm.com
271,Pitney Bowes,"1 Elmcroft Road Stamford, CT 06926-0700",203-356-5000,,"...Every connection is a new opportunity. At Pitney Bowes, everything we do has one purpose - to help our customers achieve...",http://www.pb.com
272,"Reggie Brady Marketing Solutions, LLC","198 Scribner Ave. Norwalk, CT 06854-1324",203-838-8138,,"...I am an email marketing and direct marketing consultant. I help companies build, execute and analyze their customer acquisition...",http://www.reggiebrady.com
273,RMI Direct Marketing,"44 Old Ridgebury Road, Plaza One Danbury, CT 06810-5129",203-798-0448,203-778-6130 fax,"...RMI is a premier customer acquisition, data and insert management firm. We specialize in market and competitor analysis, acquisition plans,...",http://www.rmidirect.com
274,Statlistics,"69 Kenosia Ave Danbury, CT 06810-7303",203-778-8700,203-778-4839 fax,"...? Service ? Satisfaction ? Success Statlistics is a list management and brokerage firm dedicated to, and defined by, the talent, knowledge,...",http://www.statlistics.com
275,Structural Graphics,"38 Plains Road Essex, CT 06426-1501",866-428-8969,860-767-2451 fax,"...Structural Graphics provides unique, high-impact print creations that help improve marketing results. For over 35 years now, the biggest brands...",http://www.structuralgraphics.com
276,"The GRI Marketing Group, Inc.","115 Technology Dr. Ste. B307 Trumbull, CT 06611-6339",203-261-3337,203-261-1113 fax,...Our innovative blend of ONLINE and OFFLINE tactics will allow you to maximize your marketing ROI and grow your market...,http://www.gridirect.com
277,True North List Marketing,"755 Main Street, Building 2 Monroe, CT 06468",203-459-4348 EXT 301,203-459-4350 fax,"...Whether youre looking for list brokerage or management, True North List Marketing can help with all your needs. We approach...",http://www.truenorthlist.com
278,"World Innovators, Inc.","22 Bacon Rd. Roxbury, CT 06783-1817",860-210-8088,860-210-7829 fax,"...Your Success is Our Business. For 28 years we have offered direct marketing services to the worldwide market,...",http://www.worldinnovators.com
279,1 to 1 Media,"901 Main Avenue, Suite 212 Norwalk, CT 06851",203-642-5221,203-642-5306 fax,,
280,Affinion Group,"100 Connecticut Ave. Norwalk, CT 06850",203-956-1225,203-956-8940 fax,,
281,Agency RAV,"71 Rangely Drive Trumbull, CT 06611-2840",203-895-7993,,,
282,"Agorux, Inc.","143 Emery Dr E Stamford, CT 06902",203-406-9670,,,
283,American Radio Relay League,"225 Main Street Newington, CT 06111-1494",860-594-0200,,,
284,AmeriCares,"88 Hamilton Ave Stamford, CT 06902",203-658-9500,,,
285,Blum & Co,"81 Clinton Fairfield, CT 06824-6908",203-254-7747,203-255-3936 fax,,
286,"Boardroom, Inc.","281 Tresser Blvd Fl 8 Stamford, CT 06901-3284",203-973-5900,,,
287,Bowman Circulation Marketing,"56 Ritch Ave., W. 2nd Fl. Greenwich, CT 06830-6918",917-913-6172,203-532-9482 fax,,
288,"Cannondale Investments, Inc.","372 Danbury Road Wilton, CT 06897",203-423-0648,203-423-0649 fax,,
289,CGSM Inc.,"11 Grumman Hill Road Wilton, CT 06897",203-563-9233 EXT 12,203 563-9239 fax,,
290,"Ciarlo Consulting, LLC","Address1 Waterbury, CT 06704",203-232-6655,203-574-4720 fax,,
291,"Cipher Creative Group, Llc","675 Berlin Turnpike Berlin, CT 06037-2727",860-828-6989,,,
292,"Communication Managers, L.L.C.","604 Federal Rd Brookfield, CT 06804-2007",203-775-4213,203-775-6413 fax,,
293,"Corry Direct Marketing, LLC","109 Limekiln Road Ridgefield, CT 06877-3418",203-438-1478,203-431-0217 fax,,
294,"Customer Growth, Blau Moritz Klang Inc.","37 Franklin St. Ste. 201 Westport, CT 06880-5999",203-226-8795,203-227-8601 fax,,
295,Data Management Inc.,"537 New Britain Avenue  P.O. Box 789  Farmington , CT 06034",860-677-8586,860-677-6767 fax,,
296,Direct Channel LLC,"574 Heritage Road Suite 201A Southbury, CT 06488",203-510-5727,,,
297,"Esprit Line Co., Ltd.-USA","11 Heronvue Rd. Greenwich, CT 06831-2906",203-629-5124,,,
298,"Executive Connections, LLC","334 Under Mountain Rd P.O. Box 265 Salisbury, CT 06068",860-435-0555,,,
299,Fairfield Marketing Group Inc,"830 Sport Hill Rd Direct Mail Centre Easton, CT 06612-1241",203-261-5585,203-261-0884 fax,,
300,Gateway Business Communications,"154 State Street North Haven, CT 06473-2224",203-239-7105,,,
301,"Key Marketing Advantage, LLC","24 Stony Hill Road Suite 101 Bethel, CT 06801",203-744-9011,203-744-9012 fax,,
302,LEGO Brand Retail,"555 Taylor Rd P.O. Box 1600 Enfield, CT 06082-2372",860-749-2291,,,
303,List Services Corporation,"6 Trowbridge Drive PO Box 516 Bethel, CT 06801",203-743-2600,,,
304,"MBI, Inc.","47 Richards Avenue Norwalk, CT 06857-0001",203-853-2000,,,
305,"McWeeney Marketing Group, Inc.","53 Robinson Blvd Orange, CT 06477-3623",203-891-8100,203-891-0775 fax,,
306,"Media Horizons, Inc.","40 Richards Ave. 6th Fl. Norwalk, CT 06854-2320",203-604-1702,203-857-0296 fax,,
307,MH2 Direct,"40 Richards Avenue 5th Floor Norwalk, CT 06854-2320",203-604-1961,203-851-5808 fax,,
308,Multichannel Merchant Magazine,"PO Box 4242 Stamford, CT 06907-0242",203-358-4386,,,
309,"PlusMedia, LLC","100 Mill Plain Road, 4th Floor P.O. Box 3949 Danbury, CT 06813",203-748-6500,203.748.6600 fax,,
310,Pont Media Direct,"10 E. Meadow Ln. Norwalk, CT 06851-2902",203-354-8074,,,
311,"R.C. Bigelow, Inc.","201 Black Rock Tpke Fairfield, CT 06825-5512",203-334-1212,,,
312,Reed Exhibitions,"383 Main Ave Norwalk, CT 06851-1500",203-840-4800,,,
313,"Richard M. Pordes, LLC","99 Dolphin Cove Quay Stamford, CT 06902",203-883-8380,203-883-8381 fax,,
314,Ryan Partnership,"50 Danbury Road Wilton, CT 06897-4448",203-210-3000,203-210-7926 fax,,
315,SHR Capital Partners,"165 Mason Street Greenwich, CT 06830",203-618-1110,,,
316,Sir Speedy Printing Waterbury,"1215 Thomaston Ave Waterbury, CT 06704",203-346-0716,,,
317,"Smith Hanley Associates, LLC","107 John Street 2nd Floor Southport, CT 06890-1466",203-319-4300,203-319-4320 fax,,
318,Source Marketing,"761 Main Ave Norwalk, CT 06851-1080",203-291-4000,203-229-0865 fax,,
319,Standard Oil of CT,"299 Bishop Avenue Bridgeport, CT 06610",,,,
320,Tauck World Discovery,"10 Norden Space Norwalk, CT 06855",203-227-1030,,,
321,The Edbraham Group,"PO Box 753 Westbrook, CT 06498-0753",860-664-4120,860-664-4406 fax,,
322,"The Travelers Companies, Inc","1 Tower Sq # 9PB-B Hartford, CT 06183-0001",860-277-8252,,,
323,Valassis,"1 Targeting Centre Windsor, CT 06095",860-285-6100,,,
324,"Victoria James Executive Search, Inc.","11 Stonefence Ln S. Kent, CT 06785",203-750-8838,203-547-6284 fax,,
325,Weider History Group,"350 Bennetts Farm Road Ridgefield, CT 06877",203-273-1092,,,
326,White Flower Farm,"30 Irene St Torrington, CT 06790-6657",860-496-9624,,,
327,Maps4Mail,"1521 Concord Pike (US 202) Suite 301 Wilmington, DE 19803",877-778-8635,,...Personalized maps are proven to significantly boost response rates. You can have anywhere from hundreds to millions of variably-imaged maps...,http://www.maps4mail.com/
328,Modern Mail,"100 Pencader Dr Newark, DE 19702-3321",302-391-1200,800-696-2218 fax,,
329,Sir Speedy Newark,"311 Puthal Drive Newark, DE 19711",302-366-0848,,,
330,"OMP, Inc.","1133 19th Street Ste. 300 Washington, DC 20036-4520",202-467-0048,202-467-0861 fax,"...OMP is a full-service fundraising and communications agency that serves leading causes in the United States, moving with ease among...",http://www.ompdirect.com
331,AARP,"601 E St NW Washington, DC 20049-0003",202-434-2277,,,
332,ADRFCO,"1612 K St NW Ste 510 Washington, DC 20006-2849",202-293-9640,,,
333,African Wildlife Foundation,"1400 16th St NW Suite 120 Washington, DC 20036",202-939-3333,,,
334,Alicia Osgood,"3001 Veazey Terrace NW, Apt. #1328 Washington, DC 20008",,,,
335,Amazon.com,"126 C St NW Washington, DC 20001-2118",202-347-7390,,,
336,American College of Cardiology,"2400 N St NW Washington, DC 20037-1153",202-375-6426,,,
337,American Humane Association,"1400 16th St., N.W. Ste. 360 Washington, DC 20036",202-841-6080,,,
338,American Israel Public Affairs Committee,"251 H St NW Washington, DC 20001-2604",202-639-5226,,,
339,American Red Cross - Headquarters,"2025 E St NW Washington, DC 20006-5009",202-303-5000x5,,,
340,Amtrak,"10 G Street, NE Washington, DC 20002",202-906-4137,,,
341,Association of American Publishers,"455 Massachusetts Ave., NW, 7th Floor Washington, DC 20001",202-220-4544,,,
342,Council for Advancement and Support of Education (CASE),"1307 New York Avenue NW Suite 1000 Washington, DC 20005",202-328-2273,,,
343,Defenders of Wildlife,"1130 17th St NW Washington, DC 20036-4604",202-682-9400,,,
344,Environmental Defense Fund,"1875 Connecticut Ave., NW #600 Washington, DC 20009-5739",202-387-3500,,,
345,Ernst & Young LLP,"1101 New york Avenue, NW 300 Washinton, DC 20005",312-879-2000,866-368-8549 fax,,
346,Financial Publishers Association,"1050 Connecticut Ave., NW 10th Fl Washington, DC 20036",202-828-7838,,,
347,Food & Water Watch,"1616 P St NW Ste 300 Washington, DC 20036-1408",202-683-2500,,,
348,GEICO Direct,"1 Geico Plz Washington, DC 20076-0005",301-986-2842,,,
349,Greenpeace USA,"702 H Street NW Ste. 300 Washington, DC 20001",202-462-1177,,,
350,Healthy Back Store,"2511 Q Street Unit 107 Washington, DC 20007",240-297-4725,,,
